id,user_id,created_at,kind,twd_amount,currency_amount
275,577612,2025-10-24T00:48:11,0,3000.0,96.48512411
276,577612,2025-10-24T04:35:28,0,1000.0,32.16066955
277,579781,2025-10-24T12:49:08,0,20056.0,645.13937532
278,580041,2025-10-24T18:42:16,0,700.0,22.53211244
279,580230,2025-10-24T21:33:08,1,17728.0,575.7499166700001
280,580567,2025-10-24T00:55:43,0,30000.0,964.78893441
281,582280,2025-10-24T20:17:58,0,4500.0,144.81185464
282,582808,2025-10-24T10:46:41,0,15000.0,482.4879394
283,584600,2025-10-24T21:48:02,0,30000.0,965.47475161
284,585880,2025-10-24T12:29:11,0,3000.0,96.50070432
285,585982,2025-10-24T20:59:59,1,8745.0,284.15000000000003
286,587689,2025-10-24T21:46:05,0,1500.0,48.27373758
287,588273,2025-10-24T18:36:29,1,242.0,7.87389886
288,589906,2025-10-24T12:19:13,0,100000.0,3216.69014421
289,590393,2025-10-24T14:30:00,1,20380.0,661.776356
290,590393,2025-10-24T17:30:17,0,4700.0,151.25282392
291,591992,2025-10-24T05:01:38,0,1968.0,63.29219769
292,591992,2025-10-24T23:25:54,0,958.0,30.83462518
293,592657,2025-10-24T14:59:49,0,2200.0,70.76032743
294,592657,2025-10-24T20:19:15,0,3000.0,96.54123643
295,593841,2025-10-24T19:04:33,0,10000.0,321.94974828
296,593894,2025-10-24T15:55:13,1,4955.0,160.91
297,593894,2025-10-24T16:13:45,0,536.0,17.24424373
298,594387,2025-10-24T15:58:11,0,500.0,16.08864664
299,594839,2025-10-24T16:33:59,0,50000.0,1608.6048261400001
300,594937,2025-10-24T19:31:37,1,3077.0,100.0
301,596569,2025-10-24T00:12:13,0,3597.0,115.6819284
302,596569,2025-10-24T17:41:50,1,6058.0,196.7725054
303,597083,2025-10-24T22:43:54,0,3000.0,96.52876138
304,599316,2025-10-24T09:26:55,0,3989.0,128.29719612
305,599316,2025-10-24T10:36:27,0,2985.0,95.999001
306,599316,2025-10-24T15:08:10,0,1940.0,62.39774328
307,599316,2025-10-24T15:37:06,0,2985.0,96.03370812
308,599316,2025-10-24T18:01:14,0,955.0,30.73427959
309,600892,2025-10-24T16:22:14,0,1000.0,32.172096520000004
310,604796,2025-10-24T00:14:50,0,1500.0,48.242562050000004
311,605527,2025-10-24T11:12:31,0,1000.0,32.162746580000004
312,605527,2025-10-24T16:47:31,0,288.0,9.26795869
313,605694,2025-10-24T00:56:19,0,4274.0,137.43695071
314,605694,2025-10-24T01:00:55,0,399.0,12.830035780000001
315,608626,2025-10-24T19:44:59,0,10000.0,321.81451898
316,608993,2025-10-24T14:11:39,0,1380.0,44.39462523
317,614667,2025-10-24T12:53:18,1,5082.0,165.0
318,614700,2025-10-24T15:38:05,0,10000.0,321.72096522
319,614856,2025-10-24T16:29:32,0,5000.0,160.86048261
320,616295,2025-10-24T20:33:11,0,1100.0,35.40074089
321,616535,2025-10-24T11:58:42,1,19000.0,616.38280617
322,616535,2025-10-24T22:44:53,0,2500.0,80.44063448
323,616535,2025-10-24T22:59:10,0,2500.0,80.44063448
324,616535,2025-10-24T23:11:28,0,3164.0,101.82869401
325,616535,2025-10-24T23:34:02,0,3433.0,110.47111038
326,616535,2025-10-24T23:46:59,0,3400.0,109.4310794
327,617797,2025-10-24T23:07:12,0,100000.0,3217.7096199000002
328,619335,2025-10-24T18:57:41,0,19808.0,637.69744861
329,620754,2025-10-24T14:43:02,0,200.0,6.43275703
330,620754,2025-10-24T14:45:00,0,125.0,4.02099254
331,621207,2025-10-24T15:30:03,0,49900.0,1605.38761649
332,621639,2025-10-24T22:45:47,0,4900.0,157.67892503000002
333,623205,2025-10-24T22:03:09,0,1000.0,32.1835316
334,624014,2025-10-24T00:07:17,0,1180.0,37.94959008
335,624327,2025-10-24T23:29:17,0,4000.0,128.71748982
336,625031,2025-10-24T23:55:33,0,2300.0,74.03169122
337,625031,2025-10-24T23:55:51,1,2371.0,76.99331493
338,625186,2025-10-24T01:43:57,0,17000.0,546.6607773000001
339,625186,2025-10-24T16:19:20,0,7000.0,225.20467566
340,625337,2025-10-24T10:45:45,1,15934.0,517.0000003700001
341,626823,2025-10-24T13:50:48,0,2000.0,64.33795854
342,627503,2025-10-24T23:28:29,0,1000.0,32.19289363
343,628064,2025-10-24T15:41:44,0,700.0,22.52046756
344,628480,2025-10-24T20:43:50,0,5500.0,177.00942385
345,628640,2025-10-24T12:44:28,0,40000.0,1286.67605768
346,628734,2025-10-24T19:18:34,0,19849.0,638.9554416
347,628734,2025-10-24T19:18:48,0,151.0,4.86081272
348,628927,2025-10-24T12:21:49,0,20000.0,643.33802884
349,629611,2025-10-24T18:01:05,0,1000.0,32.18249172
350,629685,2025-10-24T22:30:04,0,12000.0,386.15246947
351,629931,2025-10-24T11:00:20,1,11972.0,388.49858448000003
352,630150,2025-10-24T19:44:34,0,3280.0,105.55516222
353,630856,2025-10-24T15:54:58,0,20000.0,643.4835005
354,630874,2025-10-24T12:12:40,1,8464.0,274.6243678
355,631769,2025-10-24T11:49:48,0,20000.0,643.27570397
356,638512,2025-10-24T06:45:09,0,2045.0,65.77069293
357,639358,2025-10-24T02:49:58,0,7510.0,241.52662839
358,640424,2025-10-24T11:48:34,0,3200.0,102.92411263
359,641580,2025-10-24T03:40:54,0,707.0,22.73759337
360,641580,2025-10-24T06:02:49,0,121.0,3.8919436800000002
361,641740,2025-10-24T15:22:51,1,18475.0,600.00000004
362,641893,2025-10-24T14:56:57,0,3000.0,96.49135559
363,642119,2025-10-24T02:41:27,0,20100.0,646.4294581400001
364,642119,2025-10-24T14:23:20,0,20000.0,643.37958546
365,642183,2025-10-24T04:37:09,0,20000.0,643.21339118
366,642947,2025-10-24T19:48:00,0,2000.0,64.36290379
367,643530,2025-10-24T18:14:06,0,475.0,15.288659540000001
368,643686,2025-10-24T04:22:32,0,24851.0,799.22479922
369,646105,2025-10-24T00:57:52,1,3894.0,126.400955
370,647515,2025-10-24T22:28:48,0,1279.0,41.15741737
371,649710,2025-10-24T21:36:37,0,513.0,16.50961825
372,649710,2025-10-24T21:37:54,0,200.0,6.43649834
373,649960,2025-10-24T20:44:08,0,29970.0,964.50927686
374,650625,2025-10-24T19:47:41,0,1050.0,33.79052449
375,650625,2025-10-24T20:02:41,0,1050.0,33.79052449
376,650625,2025-10-24T23:30:33,0,1050.0,33.78813454
377,654210,2025-10-24T00:35:46,0,4050.0,130.25071171
378,654769,2025-10-24T19:44:08,1,7021.0,227.96090497
379,657416,2025-10-24T13:47:17,0,4000.0,128.67591709
380,657727,2025-10-24T13:07:06,0,1700.0,54.68549855
381,660261,2025-10-24T02:46:59,0,3000.0,96.48200867
382,662380,2025-10-24T00:56:12,0,970.0,31.19182082
383,662380,2025-10-24T18:31:40,0,985.0,31.70282741
384,663709,2025-10-24T13:16:42,0,12000.0,386.01528388
385,663709,2025-10-24T16:36:52,0,4000.0,128.68838609
386,664682,2025-10-24T20:32:31,0,20100.0,646.86808358
387,665211,2025-10-24T18:54:25,0,3150.0,101.41089272
388,665349,2025-10-24T00:28:31,0,320.0,10.29141425
389,667319,2025-10-24T13:57:52,0,10000.0,321.68979273
390,668631,2025-10-24T03:20:14,1,320.0,10.40217909
391,668845,2025-10-24T19:35:20,0,3300.0,106.19879126000001
392,670684,2025-10-24T22:35:02,0,1100.0,35.38930617
393,671412,2025-10-24T19:15:31,0,5000.0,160.95406358
394,671412,2025-10-24T20:18:26,0,5000.0,160.90206071
395,672090,2025-10-24T10:36:41,0,2985.0,96.0182008
396,676163,2025-10-24T03:30:54,0,1000.0,32.16066955
397,677806,2025-10-24T16:19:16,1,461.0,15.0
398,679125,2025-10-24T16:24:58,0,1990.0,64.02247208
399,681209,2025-10-24T10:54:52,0,8000.0,257.32690101000003
400,682107,2025-10-24T00:49:29,0,10000.0,321.60669559
401,686174,2025-10-24T22:53:48,0,10000.0,321.83531609
402,686368,2025-10-24T07:11:43,1,12319.0,399.80021865000003
403,689507,2025-10-24T16:49:53,0,11000.0,353.98453357
404,689803,2025-10-24T19:08:23,0,3076.0,99.01893991
405,690036,2025-10-24T16:50:06,1,6143.0,199.60006316
406,692257,2025-10-24T16:46:55,0,6000.0,193.08247286
407,694740,2025-10-24T07:40:56,1,6129.0,198.928879
408,694740,2025-10-24T13:26:42,0,3000.0,96.50382097
409,694740,2025-10-24T15:09:44,0,1000.0,32.16378519
410,695106,2025-10-24T12:36:39,0,342.0,11.00143559
411,695106,2025-10-24T14:49:01,0,622.0,20.00587439
412,695192,2025-10-24T15:50:04,0,10650.0,342.62176101
413,695391,2025-10-24T11:20:35,1,10757.0,349.0
414,696751,2025-10-24T09:02:28,0,99000.0,3183.8034835500002
415,696790,2025-10-24T09:23:18,0,426.0,13.70133004
416,697778,2025-10-24T23:43:28,0,4985.0,160.44527377
417,697914,2025-10-24T04:06:15,0,315.0,10.13061091
418,697914,2025-10-24T04:22:25,0,150.0,4.82410043
419,697914,2025-10-24T04:37:24,0,170.0,5.46731382
420,698613,2025-10-24T20:49:43,0,10000.0,322.17885694
421,700630,2025-10-24T13:11:07,0,1057.0,34.00041482
422,701045,2025-10-24T16:11:55,0,13000.0,418.23725479
423,701152,2025-10-24T01:55:11,0,26000.0,836.0964176
424,701258,2025-10-24T05:05:14,1,855.0,27.77738117
425,701258,2025-10-24T06:50:43,0,550.0,17.68893942
426,701661,2025-10-24T21:41:45,1,3172.0,103.00634357
427,702112,2025-10-24T00:51:18,0,200000.0,6432.13391188
428,702834,2025-10-24T12:40:32,0,5000.0,160.83450721
429,705007,2025-10-24T09:50:21,0,2000.0,64.32964775
430,705417,2025-10-24T19:50:58,0,100000.0,3218.14518983
431,707961,2025-10-24T16:08:51,1,3199.0,104.00000023
432,708812,2025-10-24T16:42:26,0,500.0,16.08968622
433,710421,2025-10-24T16:13:05,0,10000.0,321.72096522
434,711498,2025-10-24T22:40:59,0,3000.0,96.52876138
435,712982,2025-10-24T04:28:11,1,4899.0,159.00000001
436,713863,2025-10-24T11:56:29,0,23000.0,739.76705957
437,713890,2025-10-24T01:32:53,0,2000.0,64.30680416
438,713890,2025-10-24T22:32:15,0,1000.0,32.17313574
439,714904,2025-10-24T13:29:21,0,10000.0,321.68979273
440,715283,2025-10-24T20:49:17,0,985.0,31.7346174
441,715283,2025-10-24T21:04:45,0,1490.0,47.95656126
442,715283,2025-10-24T22:40:04,0,490.0,15.76432729
443,715603,2025-10-24T19:48:51,1,6160.0,200.0
444,715603,2025-10-24T19:57:58,1,2341.0,76.0
445,715662,2025-10-24T12:49:32,1,3049.0,99.0
446,717427,2025-10-24T23:03:38,0,5000.0,160.88126897
447,718435,2025-10-24T14:18:57,1,23694.0,769.40729972
448,720376,2025-10-24T07:29:26,1,3210.0,104.20540037
449,722774,2025-10-24T20:39:57,1,122060.0,3966.045083
450,728854,2025-10-24T06:44:30,1,46213.0,1500.0
