user_id,career_code,kyc_level,account_age_days,kyc_l1_to_l2_days,confirmed_to_l2_days,kyc_rushed,twd_deposit_count,twd_deposit_total,twd_withdraw_total,twd_inout_ratio,twd_fast_exit_ratio,twd_night_ratio,twd_round_amount_ratio,twd_active_days,crypto_total_count,crypto_inout_ratio,crypto_night_ratio,trade_count,trade_buy_ratio,trade_night_ratio,swap_count,ip_unique_count,ip_diversity_ratio,twd_to_crypto_gap_hr,activity_density,feat_instant_wash_risk,feat_low_kyc_high_vol,graph_degree,graph_2hop_count,graph_comp_size,graph_clustering,graph_pagerank
6652,19,2,2921.891117369305,918.1832523148148,918.1816087962962,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,49.86556833104591,0.1428571428571428,0.0,0.0,0.0,0.0,4.0,0.99999999975,0.0,0.4004953215948296,0.0,0.0,15,1259,13672,0.0086,2.5e-05
6973,24,2,2918.5952956100464,1935.8412152777776,1935.840601851852,0,1.0,3750.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100099999999.99998,0.0,0.0,0.0,0.0,0.0,2.0,0.9999999995,0.0,1.775293827566368,0.0,0.0,0,0,1,0.0,6e-06
8305,5,2,2902.370839591528,1571.643125,1571.6428703703705,0,16.0,210300.0,0.0,0.0,0.0,0.1875,0.1875,10.0,16.0,7786469532999.999,0.1875,18.0,0.8888888888888888,0.2222222222222222,0.0,9.0,0.1799999999964,0.0233333333333333,1.0306084906662611,0.0,0.0,2,0,3,0.0,5.5e-05
8557,11,2,2899.857112739676,1190.9011689814815,1190.9009722222222,0,0.0,0.0,19994.0,19994000000000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49999999975,0.0,1.867219917012448,0.0,0.0,2,6,13672,0.0082,2.5e-05
9029,12,2,2895.7334669063425,1186.7656828703705,1186.7650810185185,0,0.0,0.0,40030.0,40030000000000.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,1.0,0.0,1.0,0.0,2.0,0.9999999995,0.0,0.3876015360505317,0.0,0.0,1,2,4,0.0,2.4e-05
9382,13,2,2893.4831659804167,1175.781261574074,1175.781087962963,0,0.0,0.0,1566187.0,1566187000000000.0,0.0,0.0,0.0,1.0,4.0,1.4134062705308056e-08,0.25,13.0,0.0,0.0,0.0,2.0,0.1333333333244444,0.0,1.5287922541192458,0.0,0.0,0,0,1,0.0,6e-06
9778,8,2,2890.835851165602,2009.1210648148149,2009.1091319444445,0,2.0,85035.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49999999975,0.0,0.129757785467128,0.0,0.0,0,0,1,0.0,6e-06
9961,12,2,2889.4570317211574,886.3790625,886.3787152777778,0,0.0,0.0,122353.0,122353000000000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999999,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
13139,28,2,2866.8482354248613,1163.0922685185185,1163.092037037037,0,1.0,15000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,467390470000.0,0.0,1.0,1.0,0.0,0.0,2.0,0.6666666664444444,5.037222222222222,1.6530506820747315,0.0,0.0,0,0,1,0.0,6e-06
13192,17,2,2866.532737739676,1882.7370833333332,1882.7364583333333,0,1.0,500.0,4246.0,8.491999999983015,0.0,0.0,0.0,2.0,4.0,0.3792534388461924,0.0,2.0,0.5,0.0,0.0,3.0,0.4999999999166666,0.0488888888888888,0.4595390249156315,0.0,0.0,2,0,3,0.0082,3.6e-05
15042,19,2,2847.821476165602,844.4624768518519,844.4621296296297,0,5.0,130000.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19999999996,0.0,0.3281268514101859,0.0,0.0,0,0,1,0.0,6e-06
15340,19,2,2845.4679344989354,1596.7161458333333,1596.715636574074,0,18.0,52650.0,26110.0,0.4959164292497532,0.0163934426229508,0.16,0.0,13.0,29.0,1.8635448099406315,0.1724137931034483,27.0,0.7407407407407407,0.1481481481481481,0.0,4.0,0.0563380281682205,0.0330555555555555,2.622259416859775,0.0,0.0,1,0,2,0.0,3.6e-05
17613,15,2,2808.486730795232,210.1630555555556,1019.7746296296295,0,0.0,0.0,33258.0,33258000000000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49999999975,0.0,1.998242286877284,0.0,0.0,0,0,1,0.0,6e-06
17653,6,2,2807.7552956100462,1823.939664351852,1823.939212962963,0,1.0,40000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999999,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
18513,12,2,2794.711175239676,1085.9121875,1085.9119328703705,0,0.0,0.0,154236.0,154236000000000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49999999975,0.0,1.9332102701795604,0.0,0.0,0,0,1,0.0,6e-06
18655,11,2,2791.9101335730093,788.2337962962963,788.2335300925926,0,4.0,1200.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,13021732000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.39999999992,23.878888888888888,0.2248348868799475,0.0,0.0,0,0,1,0.0,6e-06
18745,11,2,2789.706638202639,1773.816087962963,1773.8158217592593,0,9.0,2430000.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,78779204398000.0,0.0,9.0,1.0,0.0,0.0,7.0,0.259259259249657,0.0105555555555555,1.2067947385860047,0.0,0.0,0,0,1,0.0,6e-06
22622,19,2,2725.48087431375,2000.526712962963,2000.5262847222225,0,0.0,0.0,1015.0,1015000000000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999999,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
26413,13,2,2656.6680155174536,948.637974537037,948.637824074074,0,2.0,6600.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,230262546000.0,0.5,2.0,1.0,0.5,0.0,3.0,0.4999999999166666,0.0566666666666666,2.4676901106747597,0.0,0.0,0,0,1,0.0,6e-06
29017,19,2,2612.62755255449,1125.8958680555556,1125.9028125,0,1.0,8000.0,7451.0,0.9313749999998836,0.0,0.6666666666666666,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9999999996666666,0.0,0.2223201925402655,0.0,0.0,0,0,1,0.0,6e-06
33589,11,2,2550.45456644338,1566.6092824074074,1566.611550925926,0,0.0,0.0,19490.0,19490000000000.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.99999999975,0.0,0.3718562377223805,0.0,0.0,0,0,1,0.0,6e-06
33694,13,2,2549.6197284804166,845.8429629629629,845.8476273148148,0,1.0,20000.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,620799999999.9999,0.5,0.0,0.0,0.0,2.0,3.0,0.9999999996666666,48.54361111111111,0.5932449721801982,0.0,0.0,1,0,2,0.0,3.6e-05
34787,12,2,2539.7247284804166,822.1857060185185,822.2029050925926,0,1.0,6320.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,199612634000.0,1.0,1.0,1.0,1.0,0.0,2.0,0.6666666664444444,0.0230555555555555,1.998080547622076,0.0,0.0,0,0,1,0.0,6e-06
35131,13,2,2536.4670548693057,1672.6595717592593,1672.6635069444444,0,2.0,4610.0,0.0,0.0,0.0,0.5,0.0,2.0,2.0,150528154000.0,0.5,2.0,1.0,0.5,0.0,3.0,0.4999999999166666,33.70555555555556,0.249971429770035,0.0,0.0,0,0,1,0.0,6e-06
37397,20,2,2518.063825702639,1953.7175462962964,1955.8800925925923,0,0.0,0.0,15430.0,15430000000000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49999999975,0.0,1.9966952844250836,0.0,0.0,0,0,1,0.0,6e-06
38432,3,2,2510.9938719989354,808.2081712962963,808.2079976851852,0,5.0,450000.0,0.0,0.0,0.0,0.4,1.0,4.0,5.0,14319575250000.0,0.4,7.0,1.0,0.5714285714285714,0.0,4.0,0.235294117633218,0.0163888888888888,0.5864449759856213,0.0,0.0,0,0,1,0.0,6e-06
38722,19,2,2509.638490054491,937.8911921296296,939.8770949074074,0,0.0,0.0,19057.0,19057000000000.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.49999999975,0.0,1.408140814081408,0.0,0.0,0,0,1,0.0,6e-06
38974,19,2,2508.703837276713,805.9259027777778,805.9417592592592,0,2.0,150000.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1945428097000.0,0.5,2.0,1.0,0.5,0.0,2.0,0.3333333332777777,0.0669444444444444,0.2569875938049333,0.0,0.0,0,0,1,0.0,6e-06
40290,12,2,2501.753293295232,799.7508564814815,799.758275462963,0,1.0,50000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.9999999995,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
41648,16,2,2494.5818812581947,2343.812488425926,2343.8941319444443,0,1.0,3000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999999,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
42274,7,2,2491.8562562581947,578.0809722222223,578.0827314814815,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7323585505403688,0.0,0.0,0,0,1,0.0,6e-06
43485,23,2,2484.6840571841203,767.4941782407408,767.7560416666666,0,0.0,0.0,20910.0,20910000000000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999999,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
44330,19,2,2479.660480795232,725.8933564814815,725.8971064814815,0,2.0,35500.0,0.0,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49999999975,0.0,0.1931099530970791,0.0,0.0,0,0,1,0.0,6e-06
45524,17,2,2473.997575702639,772.1279861111111,772.1311342592593,0,1.0,3000.0,3156.0,1.0519999999996494,0.0,0.0,0.0,2.0,2.0,0.9572891816748368,0.0,3.0,0.3333333333333333,0.0,0.0,4.0,0.6666666665555555,19.001666666666665,0.140256780295221,0.0,0.0,0,0,1,0.0,6e-06
45647,22,2,2473.6745201470835,1079.372025462963,1489.8061805555556,0,0.0,0.0,37977.0,37977000000000.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.99999999975,0.0,0.3114716997758894,0.0,0.0,15,392,13672,0.0082,2.8e-05
46743,24,2,2469.42399931375,660.642199074074,660.6673032407407,0,0.0,0.0,19590.0,19590000000000.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.9999999995,0.0,0.384894237612052,0.0,0.0,0,0,1,0.0,6e-06
48625,18,2,2463.7506312581945,761.7823611111111,761.7866319444445,0,1.0,50000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999999,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
49368,7,2,2460.496834961898,759.4292939814815,759.4357291666666,0,0.0,0.0,70637.0,70637000000000.0,0.0,0.4,0.0,5.0,5.0,0.4207489632790257,0.2,4.0,0.0,0.25,0.0,5.0,0.49999999995,0.0,0.4904815916127648,0.0,0.0,1,218,13672,0.0,7e-06
56090,22,2,2422.5465571841205,861.8060763888889,861.8099768518518,0,1.0,339985.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11008524655999.998,0.0,1.0,1.0,0.0,0.0,2.0,0.499999999875,0.1202777777777777,2.970092815400481,0.0,0.0,0,0,1,0.0,6e-06
58740,24,2,2402.6091034804167,2148.8158796296298,2148.821261574074,0,0.0,0.0,755.0,755000000000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.49999999975,0.0,1.9903706604621163,0.0,0.0,0,0,1,0.0,6e-06
59667,13,2,2395.8229113507878,0.2279513888888888,2144.056087962963,1,1.0,50000.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4554425395000.0,0.0,1.0,1.0,0.0,0.0,3.0,0.4285714285102041,0.0791666666666666,0.8238064817551655,0.0,0.0,0,0,1,0.0,6e-06
61421,20,2,2377.5198442211577,660.7036226851852,660.7132638888888,0,6.0,380000.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,11996198693000.0,0.0,6.0,1.0,0.0,0.0,3.0,0.1666666666574074,0.0313888888888888,0.7977372822149521,0.0,0.0,1,0,2,0.0,3.6e-05
64342,16,2,2350.128513202639,627.1598842592592,633.3386111111112,0,1.0,62000.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,7.953337605035794,0.3333333333333333,1.0,1.0,1.0,0.0,2.0,0.499999999875,0.9480555555555557,0.3481673863066251,0.0,0.0,0,0,1,0.0,6e-06
65095,12,2,2343.5659090359723,470.7876157407408,470.7901851851852,0,2.0,454000.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14777100000000.0,0.0,2.0,1.0,0.0,0.0,3.0,0.4999999999166666,0.0830555555555555,0.4956139030025081,0.0,0.0,2,0,3,0.0082,3.6e-05
66252,19,2,2330.537413665602,613.7461574074074,613.7584143518518,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3,7,0.0,3.6e-05
66456,3,2,2327.4527261656017,1344.7093287037037,1344.7308333333333,0,5.0,496000.0,0.0,0.0,0.0,0.6,0.4,3.0,3.0,120.47858801447852,0.3333333333333333,5.0,0.8,0.4,0.0,2.0,0.1666666666527777,15.557777777777778,1.414043464651982,0.0,0.0,6,0,7,0.0082,3.6e-05
68814,6,2,2299.0315687581947,582.3032060185185,582.3270138888889,0,0.0,0.0,10083.0,10083000000000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999999,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
71152,23,2,2273.412598850787,269.88820601851853,269.8921412037037,0,0.0,0.0,43229.0,43229000000000.0,0.0,0.8,0.0,5.0,5.0,0.0,1.0,2.0,0.0,0.5,0.0,4.0,0.5714285713469388,0.0,0.3452468814896124,0.0,0.0,1,1,13672,0.0,1.7e-05
72364,19,2,2261.8568696841203,1650.022013888889,1650.0232291666666,0,0.0,0.0,58479.0,58479000000000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.9999999995,0.0,1.3263128808928053,0.0,0.0,0,0,1,0.0,6e-06
76782,23,2,2211.278571073009,1173.2845138888888,1173.2880324074074,0,0.0,0.0,4961.0,4961000000000.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.4999999999166666,0.0,0.3532129157099348,0.0,0.0,0,0,1,0.0,6e-06
77483,18,2,2204.995422924861,488.34930555555553,488.3593055555556,0,2.0,90000.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2917169300000.0,0.0,2.0,1.0,0.0,0.0,3.0,0.4285714285102041,0.0569444444444444,0.4358986777740107,0.0,0.0,0,0,1,0.0,6e-06
79679,7,2,2187.493490054491,1821.9619328703704,1821.964039351852,0,0.0,0.0,7030.0,7030000000000.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49999999975,0.0,0.998266897746967,0.0,0.0,0,0,1,0.0,6e-06
81387,13,2,2168.747274776713,452.1358912037037,452.1453703703704,0,0.0,0.0,2429.0,2429000000000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.9999999995,0.0,0.5107998096324784,0.0,0.0,0,0,1,0.0,6e-06
83493,28,2,2148.7331544063427,432.1412268518519,432.1455208333333,0,4.0,48200.0,0.0,0.0,0.0,0.0,0.25,4.0,4.0,1566320825000.0,0.0,4.0,1.0,0.0,0.0,5.0,0.4166666666319444,0.0238888888888888,0.2882879275676582,0.0,0.0,0,0,1,0.0,6e-06
84075,22,2,2143.5391150544906,1160.822604166667,1160.8252199074077,0,1.0,60000.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1891028564000.0,1.0,1.0,1.0,1.0,0.0,2.0,0.6666666664444444,0.0641666666666666,1.994667036049451,0.0,0.0,0,0,1,0.0,6e-06
85957,12,2,2121.559601165602,404.98527777777775,404.9882060185185,0,1.0,20000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999999,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
86455,8,2,2117.557992369306,400.9815162037037,400.9894560185185,0,1.0,10000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,326626856000.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9999999995,0.12,1.9900497512437811,0.0,0.0,0,0,1,0.0,6e-06
93164,24,2,2037.7619391285648,179.98462962962964,179.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999537144179588,0.0,0.0,0,0,1,0.0,6e-06
94568,22,2,2019.8174946841204,122.10203703703704,129.05402777777778,0,0.0,0.0,77101.0,77101000000000.0,0.0,0.75,0.0,4.0,14.0,0.3790534618356616,0.3571428571428571,5.0,0.0,0.8,0.0,7.0,0.4666666666355555,0.0,0.5315939855226778,0.0,0.0,4,2,7,0.0014,7.5e-05
94779,18,2,2017.685723850787,246.9206712962963,246.92534722222223,0,1.0,45000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1467489562000.0,0.0,1.0,1.0,0.0,0.0,2.0,0.6666666664444444,0.0752777777777777,1.993746466522828,0.0,0.0,0,0,1,0.0,6e-06
95628,17,2,2006.6223326470836,280.86405092592594,280.86699074074073,0,3.0,120000.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3871659255000.0,0.0,4.0,1.0,0.0,0.0,4.0,0.39999999996,0.0125,0.552313719306582,0.0,0.0,0,0,1,0.0,6e-06
96819,22,2,1992.583987739676,912.599224537037,912.6005092592592,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.999999999,0.0,1.798800799467022,0.0,0.0,14,285,13672,0.0082,2.7e-05
96884,7,2,1991.8184321841204,807.1080208333333,807.1082523148148,0,0.0,0.0,103773.0,103773000000000.0,0.0,0.5,0.0,2.0,2.0,0.0,0.5,2.0,0.0,0.5,0.0,3.0,0.7499999998125,0.0,0.4960926958389076,0.0,0.0,0,0,1,0.0,6e-06
100060,9,2,1965.9650988507872,1203.5720833333332,1203.5722916666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96634008124808,0.0,0.0,0,0,1,0.0,6e-06
102426,19,2,1951.793362739676,18.03348379629629,18.033761574074077,0,2.0,6200.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,201341257000.0,0.0,2.0,1.0,0.0,0.0,3.0,0.4999999999166666,0.0372222222222222,0.221275342461368,0.0,0.0,0,0,1,0.0,6e-06
104619,14,2,1943.5016729248607,833.7575694444445,833.7578587962963,0,7.0,499100.0,30449.0,0.0610078140653174,0.0,0.2,0.4,8.0,12.0,16.294315648798893,0.3333333333333333,9.0,0.6666666666666666,0.2222222222222222,0.0,5.0,0.2083333333246528,0.0122222222222222,0.696251494479218,0.0,0.0,7,311,13672,0.0035,3.4e-05
104684,6,2,1942.9599715359725,9.19994212962963,9.200347222222222,0,0.0,0.0,300030.0,300030000000000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999999,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
105427,22,2,1938.6482007026389,38.87508101851852,38.875532407407405,0,1.0,11215.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,371840800000.0,1.0,1.0,1.0,1.0,0.0,2.0,0.6666666664444444,0.2291666666666666,1.9810834049871024,0.0,0.0,0,0,1,0.0,6e-06
105489,6,2,1938.439126628565,1701.8802662037035,1701.8804050925926,0,1.0,3100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.9999999995,0.0,1.0,0.0,0.0,0,0,1,0.0,6e-06
108499,12,2,1915.602760887824,17.834016203703705,17.83416666666667,0,1.0,15500.0,12907.0,0.8327096774193011,0.0,0.0,0.0,3.0,4.0,1.2119414372962214,0.0,3.0,0.3333333333333333,0.0,0.0,4.0,0.4999999999375,0.2797222222222222,1.6401756246254144,0.0,0.0,12,69,13672,0.0078,3.5e-05
108898,18,2,1913.9265571841204,7.165555555555556,7.165844907407408,0,0.0,0.0,59216.0,59216000000000.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.499999999875,0.0,0.2185567865676617,0.0,0.0,1,32,13672,0.0,8e-06
109120,13,2,1912.8451335730092,134.13355324074075,134.1339236111111,0,3.0,150000.0,98636.0,0.657573333333329,0.0,0.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.499999999875,0.0,1.5701454292684922,0.0,0.0,0,0,1,0.0,6e-06
111034,22,2,1905.72706644338,5.954166666666667,5.954456018518519,0,0.0,0.0,59076.0,59076000000000.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.3333333332222222,0.0,2.924847664184157,0.0,0.0,0,0,1,0.0,6e-06
114069,8,2,1896.6228766285649,45.87210648148148,45.872314814814814,0,0.0,0.0,45108.0,45108000000000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49999999975,0.0,1.9920915808768436,0.0,0.0,0,0,1,0.0,6e-06
114614,13,2,1893.7723673693056,11.016215277777778,11.016608796296296,0,1.0,4750.0,517314.0,108.90821052629283,0.0,0.0,0.0,4.0,6.0,0.0375674814335501,0.0,6.0,0.1666666666666666,0.0,0.0,5.0,0.3846153845857988,0.0622222222222222,0.4129448327529615,0.0,0.0,1,5,13672,0.0,1.1e-05
114942,9,2,1892.730909035972,7.956099537037037,7.956331018518519,0,2.0,6600.0,6251.0,0.9471212121210686,0.0,0.0,0.0,3.0,4.0,1.0563616105545912,0.0,3.0,0.6666666666666666,0.0,0.0,4.0,0.4999999999375,0.0208333333333333,0.4195879879063197,0.0,0.0,0,0,1,0.0,6e-06
