user_id,true_label,risk_score,prob_lightgbm,prob_xgboost,prob_catboost,prob_randomforest,prob_isolationforest
966370,0,0.8106,0.7162,0.8955,0.8167,0.7668,0.4345
921761,1,0.8094,0.856,0.9071,0.6225,0.9075,0.2215
933529,0,0.8083,0.772,0.7909,0.8731,0.9361,0.5722
964657,0,0.8067,0.7307,0.8311,0.8675,0.8485,0.3558
987767,0,0.8063,0.7966,0.7545,0.8824,0.8689,0.2725
869209,1,0.8061,0.8074,0.7516,0.8716,0.9593,0.2849
887258,0,0.806,0.8118,0.8007,0.8028,0.9657,0.1673
931491,1,0.8058,0.7621,0.8571,0.7917,0.8991,0.6429
976883,0,0.8057,0.7976,0.8051,0.8138,0.9712,0.1933
980225,0,0.8052,0.7673,0.7935,0.8647,0.9291,0.3341
899375,0,0.8048,0.7915,0.8174,0.8022,0.8678,0.3648
964727,0,0.8046,0.8111,0.8068,0.7908,0.8753,0.2107
935221,0,0.8039,0.7379,0.8667,0.803,0.9382,0.1924
956092,0,0.8038,0.7741,0.8059,0.8355,0.9251,0.2413
956547,0,0.8028,0.7747,0.8386,0.789,0.9481,0.1283
820487,1,0.801,0.8417,0.8588,0.6728,0.9018,0.382
471645,0,0.7999,0.7643,0.821,0.8146,0.7202,0.7469
939472,0,0.7995,0.7633,0.8014,0.8394,0.8903,0.474
1001302,0,0.7992,0.7624,0.8105,0.8276,0.8983,0.119
497100,1,0.7981,0.7818,0.8646,0.7303,0.9286,0.37
970275,0,0.7976,0.8126,0.7815,0.7968,0.9533,0.2058
975695,1,0.7969,0.8176,0.8206,0.738,0.9451,0.2911
777324,0,0.7946,0.7392,0.757,0.9094,0.9157,0.2078
968480,0,0.793,0.7586,0.8267,0.7901,0.8962,0.211
997528,1,0.7925,0.7989,0.7977,0.7752,0.9324,0.151
976199,0,0.7925,0.7393,0.8313,0.8062,0.9233,0.1019
928967,1,0.7918,0.8412,0.8374,0.6686,0.9146,0.3285
830055,0,0.7897,0.7383,0.8283,0.8015,0.8202,0.1996
991969,0,0.7894,0.7902,0.8402,0.7202,0.837,0.2025
946271,0,0.7887,0.832,0.7538,0.7768,0.9461,0.1846
880265,0,0.7875,0.7451,0.8059,0.814,0.8698,0.6789
952650,0,0.787,0.7894,0.7467,0.8333,0.9706,0.379
884938,0,0.7868,0.7212,0.8095,0.8369,0.9336,0.2139
870745,1,0.7866,0.8078,0.7395,0.8179,0.9654,0.194
866561,0,0.7864,0.8141,0.7742,0.7646,0.9277,0.2674
944262,1,0.7849,0.827,0.8608,0.6318,0.8661,0.4293
998397,1,0.7841,0.7691,0.8396,0.7288,0.849,0.1707
813542,0,0.7828,0.8315,0.8457,0.6382,0.9081,0.2053
862827,1,0.7809,0.7865,0.7405,0.823,0.9217,0.5816
920129,1,0.7808,0.6886,0.8689,0.7802,0.9008,0.4365
948749,1,0.7806,0.798,0.828,0.6951,0.9075,0.4171
910055,0,0.7803,0.7123,0.7896,0.8508,0.9303,0.5722
976229,0,0.7783,0.7652,0.739,0.8424,0.9651,0.2868
511744,1,0.7772,0.7691,0.8194,0.7301,0.6247,0.8798
853304,0,0.7768,0.8029,0.8365,0.6647,0.8384,0.1153
977932,1,0.7766,0.7813,0.7185,0.8425,0.9103,0.4508
890170,0,0.7765,0.8423,0.8402,0.6097,0.9542,0.2086
948892,0,0.7742,0.7609,0.8111,0.7406,0.9046,0.5545
821732,0,0.7721,0.7202,0.7865,0.8158,0.7276,0.3107
857557,0,0.7706,0.8707,0.6439,0.8056,0.9667,0.2481
342543,0,0.7704,0.7808,0.7648,0.762,0.8574,0.3097
911404,0,0.7698,0.7795,0.7341,0.8009,0.9196,0.2893
709014,0,0.7692,0.6765,0.8206,0.8163,0.8698,0.3869
930871,1,0.7688,0.7072,0.7751,0.835,0.8866,0.4979
183956,0,0.7686,0.7844,0.8652,0.6219,0.8341,0.6333
947706,0,0.7683,0.7175,0.8232,0.7587,0.9483,0.1438
982403,1,0.7681,0.7743,0.7394,0.7945,0.9495,0.2667
943550,0,0.7675,0.7353,0.7972,0.7669,0.936,0.2177
908467,0,0.7675,0.7465,0.785,0.7684,0.8568,0.5536
893527,1,0.7674,0.7386,0.7105,0.8739,0.9581,0.3532
402965,0,0.7655,0.7922,0.7435,0.7577,0.5294,1.0
929299,0,0.765,0.7384,0.7433,0.8235,0.8958,0.221
938163,0,0.765,0.7906,0.7265,0.7797,0.9111,0.2992
992691,0,0.7647,0.7351,0.7905,0.7658,0.9552,0.2043
967928,1,0.7639,0.7212,0.7288,0.8597,0.945,0.4964
1000484,1,0.7629,0.7732,0.778,0.7277,0.887,0.1267
906784,0,0.7626,0.7148,0.7583,0.8251,0.9281,0.3211
859434,1,0.7616,0.7258,0.7968,0.7584,0.854,0.2131
590733,1,0.7611,0.632,0.8492,0.8067,0.8968,0.4731
978724,0,0.7608,0.7678,0.7538,0.7583,0.9247,0.1204
894482,0,0.7601,0.7365,0.7632,0.7827,0.85,0.5467
877220,0,0.7579,0.7403,0.7843,0.7432,0.9291,0.0711
939189,0,0.7575,0.7242,0.7608,0.7922,0.9396,0.1986
872208,0,0.7572,0.7403,0.7824,0.7432,0.9291,0.0624
903231,1,0.7572,0.7403,0.7824,0.7432,0.9291,0.063
892607,0,0.757,0.7061,0.7708,0.8003,0.9458,0.2166
980733,1,0.7564,0.7386,0.7477,0.7871,0.9261,0.1578
873234,0,0.7558,0.7392,0.7824,0.7395,0.9291,0.0695
544197,0,0.7557,0.8005,0.7777,0.6686,0.8957,0.3336
952909,1,0.7554,0.801,0.7752,0.6704,0.7318,0.6091
810417,0,0.7552,0.7392,0.7824,0.7374,0.9291,0.0648
824534,0,0.7549,0.6714,0.7537,0.858,0.9207,0.5876
935044,1,0.7545,0.7444,0.7885,0.7207,0.8863,0.4858
875129,0,0.7539,0.721,0.7259,0.8283,0.9166,0.273
946052,0,0.7534,0.7434,0.761,0.7536,0.8719,0.1324
845779,0,0.7534,0.727,0.7307,0.8131,0.9029,0.5062
977126,0,0.7533,0.7532,0.7375,0.7711,0.9051,0.2716
961467,1,0.7533,0.747,0.7657,0.7425,0.833,0.5953
982731,0,0.7531,0.7518,0.7085,0.8095,0.9681,0.3852
113953,0,0.753,0.742,0.7029,0.8286,0.9052,0.2651
935258,0,0.7524,0.7373,0.7751,0.7395,0.9291,0.0614
938821,0,0.7523,0.8168,0.8239,0.5768,0.8981,0.2135
901919,1,0.7514,0.7864,0.7159,0.7506,0.8984,0.2716
889152,0,0.751,0.738,0.7741,0.7348,0.9291,0.0639
935256,0,0.7507,0.7272,0.7183,0.8189,0.7572,0.6724
895254,0,0.7502,0.738,0.7721,0.7348,0.9291,0.0624
905734,0,0.75,0.7362,0.7334,0.7859,0.9087,0.5346
974980,0,0.7497,0.7699,0.6882,0.8009,0.9639,0.3148
797524,0,0.7495,0.7257,0.7796,0.7378,0.9269,0.0556
984984,0,0.7491,0.8127,0.661,0.7802,0.9375,0.3055
955281,0,0.7482,0.7039,0.7219,0.8347,0.9616,0.3496
800006,0,0.748,0.6763,0.7549,0.8262,0.9588,0.3485
833339,0,0.7473,0.6816,0.7502,0.8231,0.6711,0.6811
938957,0,0.7468,0.7963,0.7224,0.7137,0.9461,0.1899
893782,0,0.746,0.7079,0.7584,0.775,0.9367,0.0808
977725,0,0.745,0.7496,0.6981,0.7969,0.9698,0.1427
957085,1,0.7447,0.7345,0.7948,0.6904,0.8866,0.3312
773566,0,0.7442,0.7333,0.7644,0.7292,0.9279,0.0567
624354,1,0.7441,0.7178,0.7431,0.7757,0.9091,0.1167
986187,1,0.7437,0.7175,0.6975,0.8335,0.9679,0.3732
980577,0,0.7424,0.7007,0.732,0.8054,0.9285,0.1521
730795,0,0.7423,0.7813,0.8366,0.5697,0.6864,0.4525
385445,0,0.7422,0.7152,0.7635,0.746,0.9038,0.1445
875988,0,0.742,0.7236,0.7625,0.7361,0.9269,0.0563
304069,0,0.7419,0.7924,0.7231,0.7003,0.8236,0.441
919523,0,0.7416,0.7194,0.7653,0.7361,0.9269,0.057
788508,1,0.7412,0.6496,0.7991,0.7788,0.8666,0.6298
844118,0,0.7406,0.7385,0.7969,0.6681,0.9138,0.0772
953929,0,0.7402,0.7278,0.6782,0.8329,0.8736,0.5124
974358,1,0.7401,0.7091,0.7985,0.7013,0.828,0.4269
835716,0,0.7399,0.7385,0.795,0.6681,0.9141,0.0761
942771,0,0.7394,0.7388,0.6855,0.8067,0.9464,0.3331
981906,0,0.7393,0.6643,0.7805,0.7775,0.8652,0.3425
805432,0,0.7389,0.7348,0.7958,0.6681,0.9129,0.0824
989100,1,0.7386,0.792,0.7833,0.6118,0.8209,0.2175
991926,0,0.7386,0.7555,0.8289,0.5988,0.8739,0.1611
865410,0,0.7381,0.7357,0.8278,0.6232,0.8284,0.199
199527,0,0.7381,0.7426,0.6559,0.8354,0.9048,0.5092
912408,0,0.7377,0.7297,0.6797,0.8195,0.5516,0.6643
974978,1,0.7377,0.7349,0.7457,0.7283,0.857,0.19
886021,0,0.7365,0.7374,0.7901,0.6638,0.9141,0.0762
863292,0,0.7365,0.7337,0.7937,0.6638,0.9129,0.0935
981622,0,0.7357,0.7184,0.7325,0.7587,0.927,0.1401
888752,0,0.7351,0.7474,0.7341,0.7185,0.8936,0.2881
969925,0,0.7349,0.7369,0.6805,0.7998,0.9205,0.7706
895510,0,0.7349,0.7348,0.7848,0.6681,0.9124,0.0749
946472,0,0.7349,0.7245,0.7869,0.6782,0.7182,0.4633
811112,1,0.7339,0.7356,0.7566,0.6999,0.9238,0.1045
954560,0,0.7332,0.684,0.8035,0.7019,0.875,0.0422
437363,0,0.7323,0.7621,0.7053,0.7272,0.8788,0.2016
917032,0,0.732,0.7192,0.7391,0.7362,0.9239,0.0563
808105,1,0.7317,0.7198,0.7531,0.7165,0.929,0.0582
31428,0,0.7305,0.7682,0.7171,0.698,0.8394,0.6471
987925,0,0.7297,0.756,0.6363,0.8143,0.9015,0.2673
894341,0,0.7296,0.7181,0.7365,0.7325,0.9239,0.0563
862372,0,0.7291,0.7731,0.7828,0.6026,0.8901,0.2496
973182,0,0.7288,0.6859,0.7341,0.7732,0.8359,0.1505
985442,0,0.7283,0.6584,0.796,0.7261,0.9231,0.1395
571513,0,0.7274,0.7084,0.7326,0.742,0.8947,0.375
477322,0,0.7268,0.669,0.7635,0.7492,0.8618,0.2782
846369,0,0.7262,0.7072,0.7503,0.7165,0.928,0.0575
981905,0,0.726,0.7504,0.7057,0.7189,0.8282,0.2144
915029,0,0.7251,0.7288,0.6905,0.7623,0.919,0.1812
961529,0,0.7249,0.7504,0.7128,0.7059,0.8318,0.6971
860378,0,0.7247,0.7513,0.5739,0.8827,0.5477,0.7879
883263,0,0.7247,0.7326,0.762,0.6643,0.9091,0.0584
840363,0,0.7245,0.7102,0.6663,0.8147,0.7765,0.6415
774537,0,0.724,0.7326,0.762,0.6619,0.9091,0.0604
792516,0,0.7239,0.7326,0.7599,0.6643,0.9091,0.057
872521,0,0.7239,0.7326,0.7599,0.6643,0.9091,0.0573
883044,0,0.7239,0.7326,0.7599,0.6643,0.9091,0.057
927965,1,0.7238,0.7362,0.7911,0.6193,0.7922,0.1885
973897,0,0.7237,0.7302,0.7393,0.693,0.8886,0.1838
970218,0,0.7237,0.6792,0.7078,0.7973,0.8742,0.232
905760,0,0.7233,0.7176,0.7114,0.7432,0.9238,0.0745
840726,0,0.7228,0.7326,0.7568,0.6643,0.9091,0.0583
788114,0,0.7226,0.7216,0.7115,0.7354,0.927,0.0601
899784,0,0.7226,0.7326,0.7561,0.6643,0.9061,0.0775
921708,0,0.7222,0.723,0.6636,0.794,0.9621,0.2568
569641,1,0.7221,0.8104,0.7886,0.5234,0.8741,0.4188
923266,1,0.7221,0.7375,0.6078,0.8475,0.6881,0.6448
989877,0,0.7219,0.7112,0.7316,0.7201,0.8678,0.1534
828997,0,0.7219,0.7279,0.7588,0.6643,0.9085,0.0716
901904,0,0.7216,0.6749,0.7103,0.7919,0.9385,0.17
998701,0,0.7213,0.6868,0.7539,0.7199,0.8243,0.086
890001,0,0.7212,0.7159,0.7046,0.7467,0.7918,0.0678
821147,1,0.7211,0.7279,0.7567,0.6643,0.9091,0.0588
793892,0,0.7209,0.7326,0.7585,0.6553,0.9087,0.0604
919695,0,0.7208,0.6529,0.7459,0.7709,0.8666,0.2481
789177,0,0.7206,0.7285,0.7375,0.6864,0.9301,0.0837
974691,0,0.7205,0.6988,0.6442,0.8432,0.9119,0.1826
910899,0,0.7199,0.6562,0.7187,0.7985,0.9023,0.1971
374555,0,0.7198,0.7354,0.6926,0.7326,0.8186,0.6867
966101,0,0.7185,0.7003,0.7799,0.6597,0.8076,0.3845
766032,0,0.7177,0.7326,0.7522,0.6523,0.9082,0.0592
58579,1,0.7169,0.6864,0.7497,0.7103,0.8291,0.433
963200,1,0.7164,0.72,0.6516,0.7928,0.9234,0.2614
452337,0,0.7161,0.7074,0.7519,0.6785,0.8766,0.1598
820743,0,0.716,0.7222,0.7511,0.6604,0.9091,0.0562
858744,0,0.7159,0.6745,0.6817,0.8094,0.9461,0.3678
989040,0,0.7158,0.7254,0.6428,0.7952,0.951,0.1497
717968,0,0.7155,0.5989,0.7122,0.863,0.9262,0.4487
868877,0,0.7153,0.7222,0.7492,0.6604,0.9091,0.0558
819521,0,0.7152,0.7066,0.6551,0.8009,0.8623,0.2568
956594,0,0.7152,0.7574,0.633,0.7657,0.9328,0.1845
972404,0,0.7149,0.7329,0.7191,0.6845,0.9193,0.4658
811898,0,0.7149,0.7168,0.7572,0.6557,0.9124,0.0727
760910,0,0.7146,0.7212,0.7595,0.6461,0.9125,0.0732
966090,0,0.713,0.7635,0.6301,0.7538,0.858,0.3185
886839,0,0.7124,0.7304,0.7895,0.5882,0.8778,0.064
789685,0,0.7122,0.7009,0.7276,0.7038,0.9284,0.0576
789394,0,0.7122,0.7496,0.7591,0.6023,0.7918,0.1828
341909,1,0.711,0.7023,0.736,0.6873,0.7473,0.2617
986951,0,0.711,0.6891,0.7827,0.6438,0.8101,0.0625
878967,0,0.7109,0.7125,0.7435,0.6643,0.9085,0.0573
750233,0,0.7107,0.7191,0.6569,0.7667,0.8641,0.2409
292206,1,0.7105,0.6295,0.7648,0.7395,0.8946,0.221
914344,1,0.7105,0.774,0.6688,0.6821,0.803,0.385
774083,0,0.7101,0.7252,0.7385,0.6523,0.9076,0.0566
957314,0,0.7099,0.7255,0.7112,0.6863,0.724,0.6015
697175,0,0.7098,0.7017,0.6899,0.7432,0.9019,0.0857
875026,0,0.7096,0.7002,0.6613,0.781,0.894,0.3655
820284,0,0.7094,0.7093,0.7457,0.6604,0.9091,0.0569
913042,0,0.7091,0.6772,0.7459,0.6993,0.9192,0.0554
814369,0,0.7089,0.698,0.7492,0.6681,0.9128,0.0744
815949,0,0.7087,0.7046,0.7333,0.6799,0.9293,0.0774
934379,0,0.7085,0.7557,0.6321,0.745,0.9073,0.1936
804374,0,0.7084,0.7354,0.7483,0.6207,0.9084,0.0917
69765,1,0.708,0.7516,0.6064,0.7819,0.8136,0.8002
851484,0,0.7077,0.7306,0.7412,0.6335,0.909,0.0583
970222,0,0.7076,0.7517,0.7656,0.5752,0.9113,0.041
926228,0,0.7071,0.7577,0.6073,0.7696,0.908,0.5012
858813,0,0.7067,0.7316,0.6408,0.7579,0.9123,0.353
961376,0,0.7067,0.7561,0.6233,0.7497,0.9011,0.3905
729915,0,0.7055,0.7491,0.6935,0.664,0.8571,0.1323
967739,0,0.7054,0.7151,0.6088,0.815,0.7323,0.2355
990154,0,0.7053,0.6821,0.6465,0.8072,0.9307,0.3462
831769,0,0.7052,0.7408,0.7389,0.6146,0.9089,0.1025
920537,0,0.7052,0.7261,0.6688,0.7234,0.8551,0.0796
876498,0,0.7036,0.6981,0.6745,0.7456,0.9199,0.1398
858850,1,0.703,0.7744,0.5911,0.755,0.8602,0.1564
890359,0,0.703,0.6791,0.6893,0.7481,0.9539,0.4425
746973,0,0.7028,0.7093,0.7115,0.6809,0.9243,0.0568
963055,0,0.7027,0.7131,0.6613,0.7405,0.7923,0.2564
857365,0,0.7025,0.7096,0.7235,0.6643,0.9082,0.077
211904,0,0.702,0.6872,0.7048,0.7144,0.6551,0.8163
874132,0,0.702,0.7072,0.7213,0.6681,0.9125,0.0771
875076,0,0.7016,0.7167,0.6849,0.7018,0.9247,0.0775
975008,0,0.7009,0.6978,0.6919,0.7138,0.916,0.3079
882613,0,0.7008,0.7096,0.7189,0.6643,0.9082,0.0592
810512,0,0.7007,0.7172,0.7555,0.607,0.9131,0.0769
981347,0,0.6999,0.5909,0.7682,0.7458,0.8464,0.1802
949039,0,0.6995,0.6852,0.7421,0.66,0.9091,0.0584
802510,0,0.6993,0.7123,0.7182,0.6562,0.9091,0.0556
864433,0,0.6993,0.7123,0.7182,0.6562,0.9091,0.0558
939787,1,0.6992,0.6998,0.6761,0.7257,0.8456,0.1722
807570,0,0.6987,0.6787,0.7314,0.679,0.9171,0.0581
951379,1,0.6984,0.6449,0.6273,0.8543,0.8846,0.2045
787879,0,0.6981,0.7242,0.7342,0.6166,0.9084,0.0769
866203,0,0.6979,0.6853,0.7074,0.6991,0.929,0.0759
842480,0,0.6979,0.6875,0.6516,0.7681,0.867,0.5514
954084,0,0.6976,0.7037,0.6496,0.7494,0.6245,0.5146
932250,0,0.6975,0.7549,0.7837,0.5125,0.9055,0.0308
973851,0,0.6973,0.6709,0.7264,0.6903,0.8559,0.0718
840640,0,0.6973,0.7211,0.7366,0.6146,0.9089,0.1035
979110,0,0.697,0.7716,0.6999,0.5975,0.9243,0.0892
896099,0,0.6969,0.7072,0.7342,0.6335,0.909,0.057
960204,0,0.6967,0.6942,0.5959,0.827,0.9231,0.4474
997693,0,0.6963,0.7485,0.7866,0.5125,0.9036,0.0309
833168,0,0.6963,0.7211,0.6954,0.664,0.6351,0.3972
931843,0,0.696,0.7226,0.7019,0.6527,0.8966,0.041
897675,0,0.6957,0.6523,0.7504,0.6773,0.8934,0.3631
811657,0,0.6953,0.7027,0.7342,0.6335,0.909,0.0619
944447,0,0.6949,0.6661,0.7171,0.6999,0.9051,0.1035
826881,0,0.6943,0.6858,0.6674,0.7371,0.8038,0.3452
573145,0,0.6941,0.6832,0.6622,0.7462,0.8207,0.2009
487729,0,0.6939,0.6314,0.6941,0.7693,0.8766,0.1424
841438,0,0.6938,0.7109,0.6426,0.7356,0.7057,0.5914
951322,1,0.6935,0.6882,0.7402,0.6375,0.9125,0.0768
907409,0,0.6935,0.6655,0.7221,0.6895,0.929,0.0717
843665,0,0.6931,0.731,0.7122,0.6186,0.9115,0.1198
833709,0,0.6929,0.726,0.724,0.6091,0.9083,0.1015
825117,0,0.6928,0.7165,0.7205,0.6252,0.9057,0.0786
840062,0,0.6928,0.7199,0.7296,0.6091,0.9089,0.1017
